PING 43.132.251.85 (43.132.251.85) 56(84) bytes of data.
64 bytes from 43.132.251.85: icmp_seq=25078 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25079 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25080 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25082 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25083 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25084 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25085 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25087 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25088 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25090 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25091 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25095 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25096 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25098 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25099 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25100 ttl=48 time=41.9 ms
64 bytes from 43.132.251.85: icmp_seq=25102 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25103 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25105 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25106 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25107 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25108 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25111 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25112 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25113 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25114 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25115 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25117 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25121 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25122 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25123 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25125 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25127 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25128 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25130 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25131 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25132 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25133 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25135 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25136 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25137 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25138 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25140 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25141 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25142 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25144 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25145 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25147 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25148 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25151 ttl=48 time=44.6 ms
64 bytes from 43.132.251.85: icmp_seq=25152 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25154 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25155 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25156 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25157 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=25161 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25165 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25168 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25169 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25171 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25172 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25175 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25176 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25177 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25178 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25181 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=25182 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25184 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25185 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25186 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25188 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25189 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25191 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25192 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25193 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25195 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25196 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25199 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=25200 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25203 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25204 ttl=48 time=43.5 ms
64 bytes from 43.132.251.85: icmp_seq=25205 ttl=48 time=45.6 ms
64 bytes from 43.132.251.85: icmp_seq=25206 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25208 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25209 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25213 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25215 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=25216 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25217 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25218 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25222 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25226 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25227 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25229 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25230 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25235 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25238 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25240 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25241 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25242 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25243 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25244 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25248 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25249 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25250 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25251 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25252 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25254 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25255 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25256 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25257 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25259 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25260 ttl=48 time=44.6 ms
64 bytes from 43.132.251.85: icmp_seq=25262 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25263 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25265 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25266 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25268 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25269 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25270 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25271 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=25272 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25274 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25276 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25277 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25278 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25280 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25282 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25283 ttl=48 time=44.3 ms
64 bytes from 43.132.251.85: icmp_seq=25284 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25286 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25289 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25290 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25291 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25292 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=25294 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25295 ttl=48 time=44.3 ms
64 bytes from 43.132.251.85: icmp_seq=25296 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25297 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25299 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25300 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25301 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25303 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25305 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25306 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25307 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25310 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25311 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25315 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25316 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25317 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25318 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25319 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25320 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25322 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25323 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25324 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25325 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25328 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25330 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=25333 ttl=48 time=41.5 ms
64 bytes from 43.132.251.85: icmp_seq=25335 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25336 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25337 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25338 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25339 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25340 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25341 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25342 ttl=48 time=43.0 ms
64 bytes from 43.132.251.85: icmp_seq=25345 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=25346 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25347 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25349 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25351 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25352 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25355 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=25356 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25357 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25358 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25360 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25361 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25363 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25365 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25366 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25368 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25369 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25370 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25371 ttl=48 time=43.3 ms
64 bytes from 43.132.251.85: icmp_seq=25372 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25373 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25374 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25375 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25376 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25378 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25379 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25381 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25382 ttl=48 time=43.5 ms
64 bytes from 43.132.251.85: icmp_seq=25383 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25385 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25386 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=25387 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25390 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25391 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25392 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25393 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25394 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25396 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25399 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25401 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25403 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25406 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25407 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25408 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25409 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25410 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=25411 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25413 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25414 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25415 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25416 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25417 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25418 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25420 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25421 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25422 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25424 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25427 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25428 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25429 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25430 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25432 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25433 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25436 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25437 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25438 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25439 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25440 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25443 ttl=48 time=44.4 ms
64 bytes from 43.132.251.85: icmp_seq=25444 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25446 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25447 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25448 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25449 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25451 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25452 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25453 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25454 ttl=48 time=42.7 ms
64 bytes from 43.132.251.85: icmp_seq=25455 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25460 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25464 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25466 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25467 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25469 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25470 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25471 ttl=48 time=44.3 ms
64 bytes from 43.132.251.85: icmp_seq=25473 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25474 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25476 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25477 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25478 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25479 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25480 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25481 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25482 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25483 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25484 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=25485 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25487 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25488 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25490 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25492 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=25496 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25497 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25500 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25507 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25508 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25509 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25510 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25511 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25512 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25515 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25516 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25519 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25522 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25524 ttl=48 time=42.4 ms
64 bytes from 43.132.251.85: icmp_seq=25525 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25528 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=25530 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25533 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25535 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25537 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25538 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25540 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25542 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25544 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25545 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25546 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25547 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25548 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25552 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25553 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25555 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25558 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25561 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25562 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25565 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25567 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25568 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25569 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25572 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25574 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25576 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25577 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25579 ttl=48 time=44.3 ms
64 bytes from 43.132.251.85: icmp_seq=25581 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25582 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25583 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25584 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25585 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25586 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25587 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25588 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25589 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25590 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25593 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25597 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25598 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25599 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25601 ttl=48 time=41.9 ms
64 bytes from 43.132.251.85: icmp_seq=25602 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25604 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25610 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25611 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=25613 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=25614 ttl=48 time=45.5 ms
64 bytes from 43.132.251.85: icmp_seq=25615 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25616 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25617 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25619 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25621 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25622 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25625 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25627 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25629 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25631 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25632 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=25636 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=25638 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=25639 ttl=48 time=44.1 ms
